GEOID,kiosks,population,pop_moe,pop_per_kiosk,pois,ct_title,STATEFP,COUNTYFP,TRACTCE,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,variable,geometry
36005039200,0,1717,326,Inf,3,"Census Tract 392, Bronx County, New York",36,005,039200,392,Census Tract 392,G5020,S,96134,0,+40.8832885,-073.8647381,B01003_001,"list(list(c(-73.867053, -73.865982, -73.86566, -73.865278, -73.862416, -73.862803, -73.863193, -73.863589, -73.86395, -73.864263, -73.865347, -73.866201, -73.867053, 40.882255, 40.884391, 40.884488, 40.885193, 40.884281, 40.883574, 40.882881, 40.882168, 40.881434, 40.881523, 40.881784, 40.882014, 40.882255)))"
36005039300,0,8690,1419,Inf,9,"Census Tract 393, Bronx County, New York",36,005,039300,393,Census Tract 393,G5020,S,181720,0,+40.8524976,-073.8831437,B01003_001,"list(list(c(-73.886436, -73.885768, -73.885452, -73.884715, -73.883628, -73.882587, -73.882519, -73.881911, -73.88183, -73.880764, -73.88075, -73.880714, -73.881668, -73.882003, -73.882322, -73.882558, -73.88285, -73.882883, -73.883013, -73.883109, -73.883778, -73.884439, -73.884557, -73.884802, -73.885815, -73.886436, 40.850309, 40.850836, 40.85104, 40.851759, 40.853909, 40.855976, 40.856112, 40.857315, 40.857455, 40.856992, 40.856938, 40.856798, 40.853348, 40.852189, 40.851061, 40.850224, 40.849193, 
40.849074, 40.848612, 40.848273, 40.848682, 40.849087, 40.849159, 40.849309, 40.849931, 40.850309)))"
36005039400,0,5254,764,Inf,3,"Census Tract 394, Bronx County, New York",36,005,039400,394,Census Tract 394,G5020,S,145219,0,+40.8864792,-073.8633993,B01003_001,"list(list(c(-73.866262, -73.866235, -73.86622, -73.86538, -73.8646, -73.863728, -73.863336, -73.860452, -73.860862, -73.861248, -73.861459, -73.86164, -73.862029, -73.862416, -73.865278, -73.86566, -73.865982, -73.866071, -73.866149, -73.866208, -73.866248, -73.866265, -73.866262, 40.885234, 40.885387, 40.885442, 40.886884, 40.8883, 40.888017, 40.88872, 40.887804, 40.887097, 40.886396, 40.886016, 40.885693, 40.884987, 40.884281, 40.885193, 40.884488, 40.884391, 40.884509, 40.884643, 40.884785, 40.884931, 
40.885079, 40.885234)))"
36005039700,1,3689,351,3689,55,"Census Tract 397, Bronx County, New York",36,005,039700,397,Census Tract 397,G5020,S,525250,0,+40.8618442,-073.8854330,B01003_001,"list(list(c(-73.891696, -73.891688, -73.891171, -73.890654, -73.890161, -73.888896, -73.888122, -73.886833, -73.885937, -73.885283, -73.88514, -73.884429, -73.883625, -73.883079, -73.882689, -73.883279, -73.883617, -73.883858, -73.883934, -73.883989, -73.884, -73.883956, -73.883836, -73.88235, -73.881961, -73.881858, -73.88112, -73.880897, -73.88074, -73.880656, -73.880543, -73.880514, -73.880515, -73.880731, -73.880758, -73.880953, -73.880964, -73.880993, -73.881008, -73.881002, -73.880976, -73.880938, 
-73.880882, -73.88081, -73.880764, -73.88183, -73.882662, -73.883522, -73.884408, -73.885166, -73.885991, -73.886785, -73.887485, -73.888938, -73.890438, -73.890695, -73.890887, -73.891447, -73.891815, -73.891696, 40.861944, 40.861953, 40.862454, 40.862955, 40.863477, 40.864754, 40.864255, 40.86539, 40.865924, 40.866301, 40.866383, 40.866801, 40.867258, 40.866593, 40.866152, 40.865726, 40.865453, 40.865191, 40.86495, 40.864819, 40.864666, 40.864448, 40.86424, 40.862449, 40.862129, 40.862038, 40.861469, 
40.86129, 40.861126, 40.861006, 40.860746, 40.860612, 40.860346, 40.859676, 40.859494, 40.858648, 40.8586, 40.858431, 40.858244, 40.85803, 40.857843, 40.857683, 40.857509, 40.857187, 40.856992, 40.857455, 40.857743, 40.857999, 40.85812, 40.858378, 40.858806, 40.859197, 40.859576, 40.860333, 40.861119, 40.861251, 40.861345, 40.861634, 40.861817, 40.861944)))"
36005039902,4,5570,728,1392.5,6,"Census Tract 399.02, Bronx County, New York",36,005,039902,399.02,Census Tract 399.02,G5020,S,121399,0,+40.8604238,-073.8947649,B01003_001,"list(list(c(-73.896848, -73.896592, -73.896425, -73.895884, -73.894825, -73.893724, -73.893559, -73.892852, -73.891815, -73.891447, -73.892428, -73.892563, -73.893215, -73.893808, -73.894694, -73.89574, -73.896363, -73.897358, -73.896848, 40.85999, 40.860597, 40.860997, 40.862258, 40.862065, 40.861944, 40.861926, 40.861833, 40.861817, 40.861634, 40.860657, 40.860523, 40.859874, 40.858942, 40.859426, 40.858139, 40.858376, 40.858763, 40.85999)))"
36005040100,6,5086,690,847.6666666666666,9,"Census Tract 401, Bronx County, New York",36,005,040100,401,Census Tract 401,G5020,S,170429,0,+40.8646118,-073.8976516,B01003_001,"list(list(c(-73.90108, -73.900276, -73.899606, -73.898873, -73.897979, -73.897403, -73.896313, -73.895649, -73.895443, -73.894552, -73.894376, -73.894437, -73.894922, -73.895777, -73.897068, -73.897306, -73.898387, -73.899618, -73.899962, -73.900284, -73.90108, 40.862756, 40.863788, 40.864646, 40.865584, 40.866728, 40.867474, 40.867038, 40.866705, 40.866602, 40.866155, 40.866067, 40.865987, 40.86535, 40.864227, 40.862534, 40.862499, 40.862344, 40.862159, 40.862351, 40.862472, 40.862756)))"
36005040600,0,3997,677,Inf,6,"Census Tract 406, Bronx County, New York",36,005,040600,406,Census Tract 406,G5020,S,223327,0,+40.8879511,-073.8570053,B01003_001,"list(list(c(-73.860452, -73.860081, -73.859684, -73.859301, -73.858908, -73.85603, -73.853153, -73.853544, -73.853935, -73.854323, -73.854716, -73.855104, -73.857986, -73.860862, -73.860452, 40.887804, 40.888511, 40.889223, 40.889924, 40.890632, 40.889713, 40.8888, 40.888094, 40.887387, 40.886682, 40.885976, 40.885271, 40.886191, 40.887097, 40.887804)))"
36005040701,1,3136,613,3136,NA,"Census Tract 407.01, Bronx County, New York",36,005,040701,407.01,Census Tract 407.01,G5020,S,58237,0,+40.8715793,-073.8902605,B01003_001,"list(list(c(-73.89291, -73.89272, -73.892546, -73.892333, -73.892144, -73.891929, -73.891711, -73.891483, -73.8913, -73.891089, -73.890987, -73.890814, -73.890677, -73.890541, -73.890429, -73.890301, -73.890183, -73.890055, -73.889979, -73.889899, -73.889838, -73.889804, -73.889372, -73.888632, -73.888, -73.887851, -73.887916, -73.888673, -73.890422, -73.890976, -73.891129, -73.89193, -73.893071, -73.89291, 40.871486, 40.871576, 40.871643, 40.871708, 40.871751, 40.871786, 40.871806, 40.87181, 40.871802, 
40.871781, 40.871764, 40.871765, 40.87178, 40.871808, 40.871842, 40.871894, 40.871958, 40.872052, 40.872124, 40.87222, 40.872321, 40.872401, 40.873382, 40.872765, 40.872244, 40.872121, 40.872072, 40.871497, 40.870491, 40.870159, 40.87025, 40.870729, 40.871396, 40.871486)))"
36005040702,3,7137,860,2379,4,"Census Tract 407.02, Bronx County, New York",36,005,040702,407.02,Census Tract 407.02,G5020,S,182164,0,+40.8691444,-073.8869972,B01003_001,"list(list(c(-73.890976, -73.890422, -73.888673, -73.887916, -73.887851, -73.887721, -73.886916, -73.886543, -73.886422, -73.886229, -73.885517, -73.885182, -73.88505, -73.884965, -73.884881, -73.884709, -73.884239, -73.883625, -73.884429, -73.88514, -73.885283, -73.885937, -73.886461, -73.886907, -73.88769, -73.888314, -73.889128, -73.889892, -73.89082, -73.890976, 40.870159, 40.870491, 40.871497, 40.872072, 40.872121, 40.872013, 40.871344, 40.871037, 40.870937, 40.870778, 40.870185, 40.869953, 40.869784, 
40.869538, 40.869097, 40.868705, 40.868006, 40.867258, 40.866801, 40.866383, 40.866301, 40.865924, 40.866634, 40.867228, 40.867957, 40.868547, 40.869063, 40.869522, 40.870068, 40.870159)))"
36005034500,0,3645,615,Inf,5,"Census Tract 345, Bronx County, New York",36,005,034500,345,Census Tract 345,G5020,S,274627,0,+40.9040602,-073.8986900,B01003_001,"list(list(c(-73.901837, -73.901679, -73.901522, -73.90127, -73.90097, -73.900385, -73.900274, -73.900234, -73.900217, -73.900288, -73.900611, -73.900707, -73.900717, -73.900384, -73.900007, -73.899674, -73.8992, -73.898365, -73.898245, -73.897557, -73.896546, -73.896493, -73.896435, -73.896411, -73.896409, -73.896667, -73.896858, -73.896878, -73.896948, -73.896992, -73.897035, -73.897676, -73.89831, -73.899079, -73.899824, -73.900772, -73.901958, -73.901837, 40.901556, 40.902289, 40.90263, 40.903039, 
40.903387, 40.903845, 40.904036, 40.904325, 40.90455, 40.90478, 40.905176, 40.905281, 40.905468, 40.906747, 40.908129, 40.907921, 40.907712, 40.907589, 40.907571, 40.907472, 40.907507, 40.906339, 40.905093, 40.904505, 40.902961, 40.902007, 40.901128, 40.901041, 40.900711, 40.9005, 40.900288, 40.900503, 40.900694, 40.900885, 40.901042, 40.901205, 40.901294, 40.901556)))"
36005035000,0,2207,370,Inf,1,"Census Tract 350, Bronx County, New York",36,005,035000,350,Census Tract 350,G5020,S,191626,0,+40.8685221,-073.8482552,B01003_001,"list(list(c(-73.85006, -73.850003, -73.849961, -73.849927, -73.848914, -73.848597, -73.847926, -73.847252, -73.846992, -73.846408, -73.84609, -73.845782, -73.845173, -73.846143, -73.847198, -73.847185, -73.848124, -73.849102, -73.849525, -73.849843, -73.850084, -73.85006, 40.865736, 40.867575, 40.869392, 40.871329, 40.871566, 40.87167, 40.871342, 40.870987, 40.870853, 40.870555, 40.87039, 40.870227, 40.869915, 40.868795, 40.867555, 40.865283, 40.8653, 40.865318, 40.865322, 40.865329, 40.865335, 40.865736
)))"
36005009302,3,566,163,188.66666666666666,20,"Census Tract 93.02, Bronx County, New York",36,005,009302,93.02,Census Tract 93.02,G5020,S,1763432,1577185,+40.8036274,-073.8831056,B01003_001,"list(list(c(-73.903074, -73.900905, -73.899167, -73.898448, -73.89685, -73.895428, -73.895347, -73.895241, -73.895158, -73.895074, -73.894986, -73.894656, -73.894014, -73.893071, -73.891831, -73.891434, -73.890975, -73.890526, -73.890036, -73.889076, -73.888149, -73.887233, -73.886312, -73.885391, -73.884455, -73.88355, -73.882621, -73.882025, -73.881621, -73.881212, -73.880413, -73.879795, -73.879357, -73.878079, -73.8778, -73.877478, -73.877029, -73.876639, -73.875999, -73.875222, -73.874807, -73.874485, 
-73.874265, -73.873743, -73.873711, -73.87362, -73.873183, -73.871826, -73.87163, -73.871238, -73.868899, -73.863147, -73.863502, -73.867118, -73.872264, -73.892504, -73.895736, -73.902184, -73.902294, -73.902433, -73.902952, -73.902988, -73.903002, -73.90303, -73.903042, -73.903057, -73.903074, 40.80988, 40.811429, 40.812665, 40.813177, 40.81446, 40.815845, 40.815796, 40.815733, 40.815683, 40.815633, 40.815581, 40.815383, 40.814998, 40.814438, 40.813701, 40.813466, 40.813213, 40.811512, 40.809629, 
40.809776, 40.809915, 40.810053, 40.810193, 40.81033, 40.810473, 40.810607, 40.81075, 40.81083, 40.81045, 40.81006, 40.809393, 40.807538, 40.805658, 40.805865, 40.80585, 40.805826, 40.805704, 40.805476, 40.804817, 40.804064, 40.803702, 40.80358, 40.803498, 40.803418, 40.803057, 40.802801, 40.80259, 40.802017, 40.801926, 40.801719, 40.800422, 40.797497, 40.797162, 40.793742, 40.794992, 40.801206, 40.802633, 40.804877, 40.805935, 40.806584, 40.809146, 40.809364, 40.809486, 40.809631, 40.809697, 40.809783, 
40.80988)))"
36005009301,2,4928,943,2464,23,"Census Tract 93.01, Bronx County, New York",36,005,009301,93.01,Census Tract 93.01,G5020,S,570768,0,+40.8143501,-073.8891123,B01003_001,"list(list(c(-73.895428, -73.89514, -73.893323, -73.892239, -73.890824, -73.89074, -73.890677, -73.890556, -73.890523, -73.890464, -73.890433, -73.890087, -73.889713, -73.889167, -73.888656, -73.887996, -73.886699, -73.885894, -73.885401, -73.884174, -73.883765, -73.882841, -73.882025, -73.882621, -73.88355, -73.884455, -73.885391, -73.886312, -73.887233, -73.888149, -73.889076, -73.890036, -73.890526, -73.890975, -73.891434, -73.891831, -73.893071, -73.894014, -73.894656, -73.894986, -73.895074, 
-73.895158, -73.895241, -73.895347, -73.895428, 40.815845, 40.816126, 40.817878, 40.818869, 40.820307, 40.820237, 40.820185, 40.820084, 40.820059, 40.820013, 40.819988, 40.819712, 40.819433, 40.818618, 40.817755, 40.816664, 40.815363, 40.814593, 40.814107, 40.81295, 40.812536, 40.811637, 40.81083, 40.81075, 40.810607, 40.810473, 40.81033, 40.810193, 40.810053, 40.809915, 40.809776, 40.809629, 40.811512, 40.813213, 40.813466, 40.813701, 40.814438, 40.814998, 40.815383, 40.815581, 40.815633, 40.815683, 
40.815733, 40.815796, 40.815845)))"
36005011701,3,1608,286,536,2,"Census Tract 117.01, Bronx County, New York",36,005,011701,117.01,Census Tract 117.01,G5020,S,221690,0,+40.8143907,-073.8835978,B01003_001,"list(list(c(-73.887084, -73.886161, -73.885239, -73.884319, -73.88338, -73.882183, -73.881803, -73.881208, -73.880769, -73.880413, -73.881212, -73.881621, -73.882025, -73.882841, -73.883765, -73.884174, -73.885401, -73.885894, -73.886699, -73.887996, -73.887084, 40.81679, 40.81693, 40.81707, 40.81721, 40.817351, 40.816421, 40.815212, 40.812918, 40.811037, 40.809393, 40.81006, 40.81045, 40.81083, 40.811637, 40.812536, 40.81295, 40.814107, 40.814593, 40.815363, 40.816664, 40.81679)))"
36005051601,0,4417,868,Inf,29,"Census Tract 516.01, Bronx County, New York",36,005,051601,516.01,Census Tract 516.01,G5020,S,1068957,4431602,+40.8438771,-073.7863576,B01003_001,"list(list(c(-73.801855, -73.793575, -73.790063, -73.783302, -73.783053, -73.784713, -73.766501, -73.773429, -73.77452, -73.789581, -73.790193, -73.808787, -73.801855, 40.840009, 40.856326, 40.860801, 40.860779, 40.860217, 40.855099, 40.838182, 40.832214, 40.831273, 40.834292, 40.834415, 40.838145, 40.840009)))"
36005001902,0,1399,403,Inf,8,"Census Tract 19.02, Bronx County, New York",36,005,001902,19.02,Census Tract 19.02,G5020,S,469741,0,+40.8036830,-073.9159297,B01003_001,"list(list(c(-73.925765, -73.925703, -73.925531, -73.925229, -73.924744, -73.924563, -73.924465, -73.924265, -73.922638, -73.921448, -73.920615, -73.918819, -73.917315, -73.915868, -73.915789, -73.915631, -73.915498, -73.915324, -73.915166, -73.915046, -73.914905, -73.914776, -73.914589, -73.914429, -73.914262, -73.914172, -73.91406, -73.913478, -73.912947, -73.91245, -73.912285, -73.911476, -73.910555, -73.909672, -73.909127, -73.909055, -73.909018, -73.908959, -73.908806, -73.907793, -73.907749, 
-73.906657, -73.90547, -73.906052, -73.907225, -73.908338, -73.908356, -73.908938, -73.909583, -73.910162, -73.910769, -73.911335, -73.911974, -73.912626, -73.91279, -73.913242, -73.913317, -73.914189, -73.916822, -73.916949, -73.917134, -73.917332, -73.920283, -73.922078, -73.922868, -73.924213, -73.925231, -73.925705, -73.925765, 40.805223, 40.805284, 40.805453, 40.805899, 40.806554, 40.806771, 40.806889, 40.807175, 40.806479, 40.805989, 40.805651, 40.804905, 40.804298, 40.803714, 40.803711, 40.8037, 
40.803698, 40.803705, 40.803716, 40.803727, 40.803742, 40.803762, 40.803797, 40.803845, 40.803902, 40.80394, 40.80399, 40.804263, 40.804498, 40.804707, 40.804798, 40.805171, 40.805594, 40.805994, 40.806166, 40.806073, 40.806038, 40.805975, 40.805866, 40.805279, 40.805253, 40.804615, 40.803931, 40.803367, 40.804046, 40.804661, 40.804669, 40.804094, 40.803462, 40.802875, 40.802308, 40.801718, 40.801119, 40.800526, 40.800353, 40.799937, 40.799984, 40.800341, 40.801466, 40.80152, 40.801601, 40.801688, 
40.802915, 40.803678, 40.804042, 40.804586, 40.805003, 40.805198, 40.805223)))"
36005002001,0,4694,884,Inf,41,"Census Tract 20.01, Bronx County, New York",36,005,002001,20.01,Census Tract 20.01,G5020,S,199398,0,+40.8173941,-073.8678806,B01003_001,"list(list(c(-73.870501, -73.868881, -73.868576, -73.867656, -73.867164, -73.866198, -73.86584, -73.86579, -73.865705, -73.865218, -73.866045, -73.866361, -73.866456, -73.866756, -73.867727, -73.868936, -73.868653, -73.869495, -73.869524, -73.869545, -73.869566, -73.86962, -73.869669, -73.869998, -73.870501, 40.820364, 40.820586, 40.820624, 40.820751, 40.818616, 40.818745, 40.817202, 40.816987, 40.816623, 40.814529, 40.814396, 40.814354, 40.81435, 40.814311, 40.814221, 40.815142, 40.816218, 40.816102, 
40.816116, 40.816141, 40.816207, 40.816481, 40.816706, 40.818242, 40.820364)))"
36005002002,0,4274,1037,Inf,4,"Census Tract 20.02, Bronx County, New York",36,005,002002,20.02,Census Tract 20.02,G5020,S,204892,0,+40.8176370,-073.8644248,B01003_001,"list(list(c(-73.867656, -73.866696, -73.865746, -73.864511, -73.864314, -73.863705, -73.863391, -73.862464, -73.862078, -73.861982, -73.861482, -73.862404, -73.863329, -73.864255, -73.865218, -73.865705, -73.86579, -73.86584, -73.866198, -73.867164, -73.867656, 40.820751, 40.82088, 40.821012, 40.819847, 40.818999, 40.819083, 40.819122, 40.819247, 40.817521, 40.817135, 40.815029, 40.814906, 40.814782, 40.814658, 40.814529, 40.816623, 40.816987, 40.817202, 40.818745, 40.818616, 40.820751)))"
36005018501,0,3069,713,Inf,6,"Census Tract 185.01, Bronx County, New York",36,005,018501,185.01,Census Tract 185.01,G5020,S,184080,0,+40.8271796,-073.9093253,B01003_001,"list(list(c(-73.911694, -73.910307, -73.909482, -73.90896, -73.907722, -73.906571, -73.907031, -73.907228, -73.907647, -73.907739, -73.907844, -73.907931, -73.908212, -73.908461, -73.908709, -73.910109, -73.91057, -73.91131, -73.911794, -73.911694, 40.827759, 40.828773, 40.829592, 40.830226, 40.829823, 40.829452, 40.82828, 40.827783, 40.826695, 40.826492, 40.82622, 40.825996, 40.825314, 40.824624, 40.824067, 40.824525, 40.824648, 40.824849, 40.826428, 40.827759)))"
36005001903,0,0,13,NA,13,"Census Tract 19.03, Bronx County, New York",36,005,001903,19.03,Census Tract 19.03,G5020,S,908739,0,+40.7999843,-073.9086940,B01003_001,"list(list(c(-73.928225, -73.927259, -73.927076, -73.926777, -73.926613, -73.92597, -73.925765, -73.925705, -73.925231, -73.924213, -73.922868, -73.922078, -73.920283, -73.917332, -73.917134, -73.916949, -73.916822, -73.914189, -73.913317, -73.913242, -73.91279, -73.912626, -73.911974, -73.911335, -73.910769, -73.910162, -73.909583, -73.908938, -73.908356, -73.908338, -73.907225, -73.906052, -73.90547, -73.906657, -73.907749, -73.907793, -73.908806, -73.908959, -73.909018, -73.909055, -73.909127, 
-73.908443, -73.907833, -73.906655, -73.90635, -73.906089, -73.905616, -73.90496, -73.903074, -73.903057, -73.903042, -73.90303, -73.903002, -73.902988, -73.902952, -73.902433, -73.902294, -73.902184, -73.902392, -73.902293, -73.90247, -73.902612, -73.903347, -73.903707, -73.904584, -73.904881, -73.905106, -73.905885, -73.906181, -73.90853, -73.909885, -73.91141, -73.913624, -73.913802, -73.913903, -73.914462, -73.915754, -73.916252, -73.916306, -73.918669, -73.918812, -73.918901, -73.919053, -73.919098, 
-73.919861, -73.920357, -73.920728, -73.921052, -73.921204, -73.921622, -73.921742, -73.92234, -73.923022, -73.923633, -73.923748, -73.923801, -73.924069, -73.925081, -73.926419, -73.926562, -73.926737, -73.92725, -73.927525, -73.928225, 40.80385, 40.804304, 40.8044, 40.804555, 40.804647, 40.805108, 40.805223, 40.805198, 40.805003, 40.804586, 40.804042, 40.803678, 40.802915, 40.801688, 40.801601, 40.80152, 40.801466, 40.800341, 40.799984, 40.799937, 40.800353, 40.800526, 40.801119, 40.801718, 40.802308, 
40.802875, 40.803462, 40.804094, 40.804669, 40.804661, 40.804046, 40.803367, 40.803931, 40.804615, 40.805253, 40.805279, 40.805866, 40.805975, 40.806038, 40.806073, 40.806166, 40.806477, 40.806762, 40.807312, 40.807499, 40.807744, 40.808097, 40.808531, 40.80988, 40.809783, 40.809697, 40.809631, 40.809486, 40.809364, 40.809146, 40.806584, 40.805935, 40.804877, 40.804624, 40.804554, 40.804384, 40.804426, 40.803847, 40.803811, 40.803111, 40.802793, 40.802518, 40.801712, 40.801496, 40.799092, 40.797995, 
40.796686, 40.796786, 40.796834, 40.796843, 40.797042, 40.797589, 40.797838, 40.797881, 40.798801, 40.798853, 40.798903, 40.798988, 40.799013, 40.799353, 40.799672, 40.800101, 40.800642, 40.801011, 40.801447, 40.801689, 40.801962, 40.802425, 40.802554, 40.802548, 40.802504, 40.802468, 40.802521, 40.802476, 40.802476, 40.8025, 40.802558, 40.802764, 40.80385)))"
36005051602,0,0,13,NA,5,"Census Tract 516.02, Bronx County, New York",36,005,051602,516.02,Census Tract 516.02,G5020,S,469480,3380062,+40.8537307,-073.7702672,B01003_001,"list(list(c(-73.783053, -73.783302, -73.773231, -73.771004, -73.753787, -73.757801, -73.757967, -73.76164, -73.762174, -73.766501, -73.784713, -73.783053, 40.860217, 40.860779, 40.860747, 40.860109, 40.856409, 40.845679, 40.845536, 40.842372, 40.841911, 40.838182, 40.855099, 40.860217)))"
36005046208,0,5879,1015,Inf,2,"Census Tract 462.08, Bronx County, New York",36,005,046208,462.08,Census Tract 462.08,G5020,S,485072,0,+40.8750208,-073.8369671,B01003_001,"list(list(c(-73.843057, -73.842997, -73.842738, -73.842015, -73.841277, -73.840462, -73.839652, -73.838743, -73.837757, -73.837537, -73.836606, -73.835742, -73.834821, -73.834, -73.834422, -73.834502, -73.834666, -73.834789, -73.834881, -73.834881, -73.83475, -73.834494, -73.834337, -73.834013, -73.8336, -73.83273, -73.83316, -73.833912, -73.834818, -73.835658, -73.836557, -73.837402, -73.838292, -73.837461, -73.838355, -73.839248, -73.838411, -73.838148, -73.838732, -73.839277, -73.839438, -73.839591, 
-73.84018, -73.840196, -73.840988, -73.841141, -73.842395, -73.84255, -73.843241, -73.843057, 40.879224, 40.879262, 40.879425, 40.879872, 40.880317, 40.880623, 40.880926, 40.881266, 40.879509, 40.87912, 40.879421, 40.879701, 40.878057, 40.878388, 40.877403, 40.877227, 40.876612, 40.876079, 40.875505, 40.874429, 40.873743, 40.872558, 40.872027, 40.871172, 40.870207, 40.868457, 40.86832, 40.868076, 40.867781, 40.867513, 40.869352, 40.871109, 40.872951, 40.873223, 40.874922, 40.876619, 40.876868, 40.876954, 
40.877193, 40.877388, 40.877446, 40.877515, 40.87778, 40.877787, 40.878147, 40.878216, 40.878751, 40.878817, 40.879109, 40.879224)))"
36005046207,0,6351,1428,Inf,12,"Census Tract 462.07, Bronx County, New York",36,005,046207,462.07,Census Tract 462.07,G5020,S,188169,0,+40.8773207,-073.8316493,B01003_001,"list(list(c(-73.834789, -73.834666, -73.834502, -73.834422, -73.834, -73.8334, -73.832451, -73.832291, -73.832152, -73.831951, -73.831356, -73.830834, -73.830403, -73.830014, -73.829555, -73.829106, -73.828658, -73.828262, -73.828196, -73.82814, -73.828099, -73.828072, -73.828065, -73.828082, -73.828115, -73.828172, -73.828253, -73.828344, -73.828367, -73.828772, -73.828892, -73.829785, -73.830065, -73.830352, -73.830241, -73.830132, -73.830677, -73.831181, -73.832076, -73.832236, -73.832356, -73.832696, 
-73.832978, -73.833148, -73.833893, -73.833965, -73.833967, -73.834061, -73.834071, -73.834235, -73.834439, -73.834881, -73.834789, 40.876079, 40.876612, 40.877227, 40.877403, 40.878388, 40.879155, 40.880216, 40.880094, 40.87998, 40.879819, 40.879194, 40.878702, 40.878456, 40.878333, 40.878264, 40.878259, 40.878352, 40.878467, 40.878324, 40.878167, 40.878006, 40.877826, 40.877618, 40.877428, 40.877256, 40.877072, 40.876885, 40.876722, 40.876687, 40.876004, 40.875803, 40.876119, 40.875666, 40.875749, 
40.875462, 40.87533, 40.875423, 40.87551, 40.875665, 40.875665, 40.875685, 40.875812, 40.875916, 40.87598, 40.876028, 40.87526, 40.875176, 40.875177, 40.874869, 40.874868, 40.874876, 40.875505, 40.876079)))"
36005043101,1,5844,1402,5844,2,"Census Tract 431.01, Bronx County, New York",36,005,043101,431.01,Census Tract 431.01,G5020,S,102989,0,+40.8837271,-073.8789899,B01003_001,"list(list(c(-73.881244, -73.879974, -73.879363, -73.877918, -73.877834, -73.877607, -73.877729, -73.878126, -73.878487, -73.879353, -73.880456, -73.881244, 40.88271, 40.884395, 40.885218, 40.887212, 40.886798, 40.884523, 40.883454, 40.882154, 40.881076, 40.881507, 40.88222, 40.88271)))"
36005046203,0,7733,1612,Inf,23,"Census Tract 462.03, Bronx County, New York",36,005,046203,462.03,Census Tract 462.03,G5020,S,773907,134333,+40.8790177,-073.8246576,B01003_001,"list(list(c(-73.832451, -73.832117, -73.831444, -73.830485, -73.829861, -73.829049, -73.828249, -73.826063, -73.826612, -73.82613, -73.825795, -73.825261, -73.824394, -73.82354, -73.82259, -73.822058, -73.821807, -73.821458, -73.821188, -73.82103, -73.820906, -73.820794, -73.82076, -73.820322, -73.819814, -73.819926, -73.821104, -73.823296, -73.821267, -73.821006, -73.820873, -73.821164, -73.821458, -73.821574, -73.821638, -73.82185, -73.822048, -73.822239, -73.82362, -73.825074, -73.825617, -73.826079, 
-73.826178, -73.826176, -73.826148, -73.826107, -73.826039, -73.82596, -73.825886, -73.825632, -73.825437, -73.82526, -73.825103, -73.824937, -73.824786, -73.824683, -73.824579, -73.824492, -73.824476, -73.824417, -73.824371, -73.824346, -73.824338, -73.824353, -73.824384, -73.824524, -73.824525, -73.824502, -73.824844, -73.82482, -73.82482, -73.82485, -73.824962, -73.82514, -73.825333, -73.825601, -73.825764, -73.82595, -73.82615, -73.826329, -73.826455, -73.826581, -73.826841, -73.827086, -73.827493, 
-73.827641, -73.828367, -73.828344, -73.828253, -73.828172, -73.828115, -73.828082, -73.828065, -73.828072, -73.828099, -73.82814, -73.828196, -73.828262, -73.828658, -73.829106, -73.829555, -73.830014, -73.830403, -73.830834, -73.831356, -73.831951, -73.832152, -73.832291, -73.832451, 40.880216, 40.880537, 40.881107, 40.881777, 40.882175, 40.882622, 40.883035, 40.884153, 40.884649, 40.884819, 40.884923, 40.885095, 40.885374, 40.885649, 40.885943, 40.886108, 40.886126, 40.886115, 40.88598, 40.885867, 
40.88571, 40.885484, 40.885304, 40.885438, 40.885574, 40.88212, 40.878964, 40.873098, 40.869071, 40.868962, 40.868907, 40.868583, 40.868406, 40.868477, 40.868558, 40.868695, 40.868789, 40.868853, 40.86914, 40.869428, 40.869521, 40.86957, 40.869575, 40.869665, 40.869836, 40.86998, 40.870145, 40.870288, 40.870396, 40.870594, 40.870768, 40.870946, 40.871123, 40.871336, 40.871565, 40.871746, 40.871961, 40.872179, 40.872226, 40.87245, 40.872701, 40.872938, 40.873191, 40.873461, 40.873697, 40.874924, 40.875318, 
40.875628, 40.875702, 40.875804, 40.876005, 40.876109, 40.876235, 40.876324, 40.876346, 40.876354, 40.876339, 40.876228, 40.876124, 40.875982, 40.87596, 40.876057, 40.876124, 40.876235, 40.876386, 40.876436, 40.876687, 40.876722, 40.876885, 40.877072, 40.877256, 40.877428, 40.877618, 40.877826, 40.878006, 40.878167, 40.878324, 40.878467, 40.878352, 40.878259, 40.878264, 40.878333, 40.878456, 40.878702, 40.879194, 40.879819, 40.87998, 40.880094, 40.880216)))"
